Total Demand,predicted_demand,percentage_error,within_2_percent
4725.59167,4992.0,5.63756559186588,False
4593.65,4888.0,6.407758536240253,False
4369.93667,4888.0,11.855167914824722,False
4169.51333,4784.0,14.737611355711874,False
4018.56,4784.0,19.04761904761905,False
3912.83,4680.0,19.60652520043038,False
3898.79833,4680.0,20.036985857639884,False
3859.99167,4680.0,21.243784963919367,False
3897.02,4680.0,20.091762423595465,False
3968.18667,5200.0,31.04222236601586,False
4102.04833,5200.0,26.76593695813429,False
4264.42833,5720.0,34.13286746455885,False
4264.725,5720.0,34.12353668759415,False
4359.95167,6032.0,38.35015744566727,False
4473.865,6032.0,34.82749255956539,False
4560.77333,6032.0,32.25827208562457,False
4613.25333,6032.0,30.75371258660102,False
4658.01167,6032.0,29.49731403313552,False
4655.48,6032.0,29.567735228161236,False
4667.62833,6032.0,29.230512233179468,False
4671.44667,6032.0,29.12488199292661,False
4645.595,6032.0,29.843432326752538,False
4621.875,6032.0,30.50980392156863,False
4626.19667,6032.0,30.387885130702834,False
4663.845,6032.0,29.335344549400755,False
4634.26167,6032.0,30.16097125132773,False
4668.21667,6032.0,29.214225182911235,False
4686.76,6032.0,28.702984577832012,False
4707.22333,6032.0,28.143484536987124,False
4771.72167,6188.0,29.680656751297906,False
4784.67333,6188.0,29.329623429067002,False
4832.265,6240.0,29.13199089867794,False
4787.08167,6240.0,30.350815594086168,False
4752.32,6292.0,32.39849168406169,False
4651.44,6292.0,35.269937911700474,False
4568.405,6240.0,36.59034170569379,False
4495.23833,6240.0,38.813552072554955,False
4494.04667,5980.0,33.0649287627447,False
4592.25333,5980.0,30.219296939352443,False
4587.45667,5720.0,24.687826206759585,False
4495.615,5720.0,27.235094642223594,False
4405.25333,5408.0,22.76251999337347,False
4366.81667,5408.0,23.843073998341215,False
4365.155,5408.0,23.89021695678619,False
4745.80167,5408.0,13.953350267163614,False
4713.7,5096.0,8.11040159534973,False
4544.38,5096.0,12.138509543656117,False
4396.08167,4992.0,13.555670133853553,False
4690.98,4992.0,6.416996022153164,False
4528.44167,4888.0,7.940001355918974,False
4298.95833,4888.0,13.70196277292131,False
4116.29167,4784.0,16.22111316519027,False
3966.12,4784.0,20.621665506842962,False
3851.55333,4680.0,21.50941708497646,False
3806.125,4680.0,22.95970311011856,False
3777.80667,4680.0,23.881405503474323,False
3758.39167,4680.0,24.521348782150746,False
3801.40833,5200.0,36.79140856725591,False
3915.30833,5200.0,32.81201789796208,False
4030.93167,5720.0,41.90267829571023,False
4034.32,5720.0,41.78349759067203,False
4104.41667,6032.0,46.963636613433806,False
4221.01667,6032.0,42.903960623306425,False
4293.91833,6032.0,40.477753334446845,False
4375.395,6032.0,37.86183875970054,False
4430.57,6032.0,36.1450106871125,False
4513.865,6032.0,33.6327072254044,False
4546.75,6032.0,32.6661901358113,False
4600.18333,6032.0,31.12520887292551,False
4611.49333,6032.0,30.803615409327712,False
4636.30833,6032.0,30.103512766158076,False
4681.89667,6032.0,28.836675073394986,False
4691.855,6032.0,28.56322286174659,False
4727.03667,6032.0,27.606372048727927,False
4771.08667,6032.0,26.42822101573771,False
4791.29333,6032.0,25.895026343544686,False
4834.07833,6032.0,24.780766636853393,False
4885.46833,6188.0,26.661347122068037,False
4896.69667,6188.0,26.370907103788394,False
4946.89333,6240.0,26.139772656064125,False
4953.22667,6240.0,25.978486665945372,False
4911.775,6292.0,28.10033032864902,False
4836.80833,6292.0,30.08578324210751,False
4753.465,6240.0,31.272661100902184,False
4688.41667,6240.0,33.093972639594774,False
4709.65667,5980.0,26.97316214347318,False
4779.19167,5980.0,25.125762114495814,False
4722.56167,5720.0,21.120705237926515,False
4619.66667,5720.0,23.818457230811426,False
4509.33167,5408.0,19.929080310918902,False
4437.46333,5408.0,21.87142963950984,False
4394.56667,5408.0,23.061052570172972,False
4769.07,5408.0,13.397370975892581,False
4719.99167,5605.6,18.762921460833848,False
4567.10333,5605.6,22.738628731660434,False
4447.73833,5491.2,23.460500429214765,False
4720.22833,5491.2,16.33335542477878,False
4565.605,5376.8,17.767524785871768,False
4340.33167,5376.8,23.879933811602022,False
